id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan
428,jawa,jawa timur,learning & development supervisor,PT Topsel Raharja Indonesia,3,0 - 4 tahun,7,Elektrikal & Elektronik,201 - 500 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, pendidikan, umum",indonesia,jobstreet,profesi
429,jawa,dki jakarta,"sales , purchasing , finance , legal admin",PT AGRI TUMBUH MAKMUR,5,5 - 9 tahun,1,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,senin - sabtu,seragam,seragam kantor/lapangan,umum,indonesia,jobstreet,d3
430,jawa,dki jakarta,demand creation,PT Sony Indonesia,5,5 - 9 tahun,14,Elektrikal & Elektronik,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, pendidikan, umum",inggris,jobstreet,tidak dicantumkan
431,tidak diketahui,tidak diketahui,sales supervisor,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
432,jawa,dki jakarta,hr generalist staff,Agung Sedayu Group,1,0 - 4 tahun,14,Properti/Real Estate,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pernikahan, lahiran",indonesia,jobstreet,s1
433,jawa,dki jakarta,digital marketing,PT Sony Indonesia,3,0 - 4 tahun,14,Elektrikal & Elektronik,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, pendidikan, umum",inggris,jobstreet,tidak dicantumkan
434,jawa,dki jakarta,senior strategic planner,PT Argo Kreasi Pratama,5,5 - 9 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,1- 50 pekerja,sabtu,kasual,kaos,"kesehatan, bpjs kesehatan, bonus",indonesia,jobstreet,tidak dicantumkan
435,tidak diketahui,tidak diketahui,sales executive,PT Sony Indonesia,3,0 - 4 tahun,14,Elektrikal & Elektronik,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, pendidikan, umum",inggris,jobstreet,tidak dicantumkan
436,tidak diketahui,tidak diketahui,sales manager,Perusahaan Dirahasiakan,7,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
437,tidak diketahui,tidak diketahui,accounting staff,PT Scuto Indonesia (Head Office),2,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,1- 50 pekerja,sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,s1
438,jawa,dki jakarta,hr generalist,HRnetRimbun Indonesia (Recruitment Firm),2,0 - 4 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"d3, s1"
439,jawa,dki jakarta,crm,PT Prima Hidup Lestari,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,"bisnis, seragam","kemeja, seragam kantor/lapangan","kesehatan, umum, bpjs kesehatan, kacamata",indonesia,jobstreet,s1
440,jawa,dki jakarta,senior tax & accounting associate,PT Prime Services International (Jakarta),3,0 - 4 tahun,tidak tersedia,Akuntansi/Audit/Pelayanan Pajak,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, bonus",indonesia,jobstreet,"s1, profesi"
441,jawa,dki jakarta,junior tax and accounting associate,PT Prime Services International (Jakarta),1,0 - 4 tahun,tidak tersedia,Akuntansi/Audit/Pelayanan Pajak,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, bonus",indonesia,jobstreet,"s1, profesi"
442,jawa,dki jakarta,pre sales consultant,PT Sisindokom Lintasbuana,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
443,jawa,jawa barat,tukang bubut manual,PT Total Prime Engineering,2,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, asuransi",indonesia,jobstreet,tidak dicantumkan
444,tidak diketahui,tidak diketahui,marketing executive,Siloam Hospitals Group (Tbk),2,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",indonesia,jobstreet,s1
445,maluku,maluku,teknisi biomedik,Siloam Hospitals Group (Tbk),1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",indonesia,jobstreet,d3
446,jawa,dki jakarta,programmer,PT Prima International Cargo,2,0 - 4 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,d3
447,jawa,di yogyakarta,staff legal,PT Maesindo Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,semi formal,kemeja motif,"kesehatan, umum",indonesia,jobstreet,s1
448,sumatera,sumatera selatan,finance & accounting sr. staff,PT. Cipta Mandala Lumber Nusantara,2,0 - 4 tahun,tidak tersedia,Lainnya,tidak spesifik,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
449,jawa,dki jakarta,legal analyst,PT Astra Graphia Tbk,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,"s1, s2, profesi, s3"
450,jawa,dki jakarta,junior accounting,"Rifa Jaya Mulia, PT",2,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,d3
451,sumatera,sumatera utara,"branch head deli serdang, tebing tinggi, langkat",PT Sarana Sumut Ventura,3,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
452,jawa,dki jakarta,technician,PT Trusur Unggul Teknusa,1,0 - 4 tahun,1,Industri Berat/Mesin/Peralatan,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
453,jawa,dki jakarta,finance accounting staff,PT Ultra Sakti,0,0 - 4 tahun,2,BioTeknologi/Farmasi/Riset klinik,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
454,jawa,dki jakarta,finance accounting staff,PT Ultra Sakti,0,0 - 4 tahun,2,BioTeknologi/Farmasi/Riset klinik,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
455,jawa,dki jakarta,sales & marketing,CV Bati Time Indonesia,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,d3
456,tidak diketahui,tidak diketahui,medical representative,PT Rohto Laboratories Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,"d3, s1"
457,tidak diketahui,tidak diketahui,business development manager,PT Duta Daya Digital,3,0 - 4 tahun,14,Transportasi/Logistik,1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,"s1, s2, s3"
458,jawa,dki jakarta,acconting & tax senior staff,PT BRIGHT HONEY LADY,3,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"bonus, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
459,jawa,dki jakarta,it technical support,PT Djelas Tandatangan Bersama,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
460,jawa,dki jakarta,fotografer,PT Screenplay Produksi,1,0 - 4 tahun,tidak tersedia,Hiburan/Media,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
461,jawa,jawa timur,sales supervisor,PT. Pelangi Megah Intipangan,2,0 - 4 tahun,14,Umum & Grosir,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,d3
462,jawa,jawa timur,technical sales representative,PT Agrinusa Jaya Santosa,1,0 - 4 tahun,2,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
463,jawa,dki jakarta,reporting & costing,"PT SMART,Tbk",3,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, kacamata, daerah",indonesia,jobstreet,s1
464,jawa,dki jakarta,programmer,WEBARQ (PT Web Architect Technology),2,0 - 4 tahun,5,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
465,sulawesi,sulawesi selatan,hr & ga officer makassar,PT Duta Abadi Primantara,2,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
466,jawa,banten,perawat,PT KEHAMILAN SEHAT SEJAHTERA,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,d3
467,tidak diketahui,tidak diketahui,asisten apoteker,PT KEHAMILAN SEHAT SEJAHTERA,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,"d3, s1"
468,tidak diketahui,tidak diketahui,analis kesehatan,PT KEHAMILAN SEHAT SEJAHTERA,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,d3
469,jawa,banten,dokter umum,PT KEHAMILAN SEHAT SEJAHTERA,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,s1
470,jawa,dki jakarta,business product associate manager,PT Merah Cipta Media,4,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,501 - 1000 pekerja,senin - jumat,kasual,kaos,"kesehatan, kacamata, makan",indonesia,jobstreet,s1
471,jawa,banten,me inspector,Sinar Mas Land,2,0 - 4 tahun,14,Properti/Real Estate,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",inggris,jobstreet,s1
472,tidak diketahui,tidak diketahui,mobile android developer,PT Prawathiya Karsa Pradiptha,1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
473,jawa,banten,staff administrasi umum,PT Hosen Makmur Packindo,1,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
474,tidak diketahui,tidak diketahui,outsystems developer,PT Mitrais,3,0 - 4 tahun,3,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, kacamata, daerah",inggris,jobstreet,profesi
475,jawa,jawa barat,mechanic technician,PT Polytama Propindo,3,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,d3
476,jawa,dki jakarta,social media manager,JD .ID (PT Ritel Bersama Nasional),5,5 - 9 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",inggris,jobstreet,s1
477,jawa,banten,civil inspector,Sinar Mas Land,3,0 - 4 tahun,14,Properti/Real Estate,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",inggris,jobstreet,s1
478,jawa,dki jakarta,business development supervisor,PT AXA Indonesia,5,5 - 9 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum, kacamata",inggris,jobstreet,tidak dicantumkan
479,jawa,jawa barat,legal & ir asst. manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"s1, s2, profesi"
480,jawa,dki jakarta,accounting supervisor,Camera Goods Store,3,0 - 4 tahun,13,Umum & Grosir,1- 50 pekerja,senin - jumat,kasual,kaos,"umum, jabatan",indonesia,jobstreet,s1
481,jawa,jawa barat,epoxy operator,PT Sika Indonesia,1,0 - 4 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata","indonesia, inggris",jobstreet,tidak dicantumkan
482,jawa,dki jakarta,graphic design officer,PT Home Center Indonesia ( Informa Furnishings ),2,0 - 4 tahun,14,Retail/Merchandise,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
483,jawa,dki jakarta,supervisor business and development,Perusahaan Dirahasiakan,2,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,d3
484,jawa,jawa tengah,branch credit marketing head reguler,"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
485,jawa,jawa timur,public relation officer,SPS Corporate,3,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, makan, transportasi",indonesia,jobstreet,s1
486,jawa,jawa tengah,branch manager motor jawa tengah,PT Finansia Multi Finance (Kredit Plus),2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
487,jawa,dki jakarta,koordinator unit gizi,Rumah Sakit Cinta Kasih Tzu Chi,2,0 - 4 tahun,1,Kesehatan/Medis,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,"kesehatan, umum, pendidikan",inggris,jobstreet,s1
488,jawa,jawa tengah,branch credit marketing head multiguna mobilku,"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
489,jawa,dki jakarta,manager legal corporate,PT PANCA TERANG ABADI,5,5 - 9 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
490,nusa tenggara,bali,marketing,Sevaya Skincare,2,0 - 4 tahun,tidak tersedia,Perawatan/Kecantikan/Fitnes,51 - 200 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
491,jawa,dki jakarta,sales executive,PT Verentia Inti Cipta Alami,2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
492,jawa,di yogyakarta,public relations manager,BJ Home Supermarket Bangunan Jogja,5,5 - 9 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - sabtu,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,d3
493,jawa,dki jakarta,promotion advertising administration,PT Home Center Indonesia ( Informa Furnishings ),1,0 - 4 tahun,14,Retail/Merchandise,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
494,jawa,dki jakarta,finance lead,PT Kartika Bina Medikatama,5,5 - 9 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum, lainnya",indonesia,jobstreet,s1
495,jawa,jawa tengah,credit marketing supervisor motorku,"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
496,tidak diketahui,tidak diketahui,internal audit officer,PT Sarana Sumut Ventura,3,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
497,jawa,dki jakarta,business manager,PT Rodamas,10,10 - 14 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
498,jawa,dki jakarta,health underwriting assistant manager,PT AXA Indonesia,5,5 - 9 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum, kacamata",inggris,jobstreet,"d3, s1"
499,jawa,jawa timur,driver pribadi,PT Tri Tunggal Abadi Mulia,2,0 - 4 tahun,14,Bahan Kimia/Pupuk/Pestisida,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
500,jawa,jawa barat,staf accounting dan administrasi,PT Shukaku Indonesia,1,0 - 4 tahun,9,Elektrikal & Elektronik,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
501,jawa,jawa timur,crane technician,PT. Meratus Line & Group,3,0 - 4 tahun,14,Transportasi/Logistik,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, kacamata",indonesia,jobstreet,"d3, s1"
502,jawa,jawa timur,store manager,PT Pesta Pora Abadi,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,501 - 1000 pekerja,senin - minggu,"formal, kasual","kemeja polos & dasi, kaos",tidak tersedia,tidak dicantumkan,jobstreet,d3
503,jawa,dki jakarta,content event operations live streaming,Hago Indonesia,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",inggris,jobstreet,s1
504,jawa,dki jakarta,reporter detiknews,detikcom,1,0 - 4 tahun,14,Jurnalisme,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
505,jawa,jawa timur,staff personalia,PT SAKARI SUMBER ABADI,1,0 - 4 tahun,11,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,d3
506,jawa,jawa timur,driver,PT. Putra Chandra Sentosa,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"bpjs kesehatan, kesehatan, transportasi",indonesia,jobstreet,tidak dicantumkan
507,jawa,dki jakarta,network engineer,"PT. Metrodata Electronics, Tbk",3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
508,jawa,jawa barat,research & development staff,PT Rohto Laboratories Indonesia,1,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,s1
509,jawa,jawa timur,finance staff,PT. GROLEN NEW BUILDING MATERIAL INDONESIA,2,0 - 4 tahun,tidak tersedia,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
510,jawa,jawa timur,marketing,PT Adhi Makmur,1,0 - 4 tahun,3,Manufaktur/Produksi,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,tidak dicantumkan,jobstreet,tidak dicantumkan
511,jawa,jawa timur,spv branch office surabaya,PT Prima Inovasindo Sukses,5,5 - 9 tahun,tidak tersedia,Automobil/Mesin Tambahan Automotif/Kendaraan,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
512,jawa,dki jakarta,general affair staff,PT Phillip Sekuritas Indonesia,2,0 - 4 tahun,14,Jual Beli Saham/Sekuritas,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,"indonesia, inggris",jobstreet,tidak dicantumkan
513,sumatera,sumatera utara,sales force penempatan aceh,PT RUTAN,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, pendidikan, umum, kacamata",indonesia,jobstreet,"d3, s1"
514,jawa,jawa barat,"marketing administration for injection mold maker , etching process – cikarang",PT Sinar Jaya Teknindo,5,5 - 9 tahun,4,Umum & Grosir,1- 50 pekerja,senin - sabtu,tidak spesifik,tidak spesifik,"bpjs kesehatan, kesehatan",indonesia,jobstreet,tidak dicantumkan
515,jawa,banten,project manager,PT Link Net,3,0 - 4 tahun,14,Hiburan/Media,501 - 1000 pekerja,senin - jumat,"formal, kasual","kemeja polos & dasi, kaos","kesehatan, umum, jabatan","indonesia, inggris",jobstreet,tidak dicantumkan
516,jawa,dki jakarta,head of commercial,PT Rodamas,20,20 - 24 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
517,sumatera,kepulauan riau,area supervisor batam,PT Bina Karya Prima,3,0 - 4 tahun,10,Produk Konsumen/Barang konsumen yang bergerak cepat,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
518,jawa,dki jakarta,web developer,PT Astronacci International,2,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, komunikasi",indonesia,jobstreet,s1
519,jawa,jawa tengah,staff admin ppic,PT Multay International Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,tidak dicantumkan
520,jawa,dki jakarta,ei finance controller,PT. Berca Schindler Lifts,10,10 - 14 tahun,7,Konstruksi/Bangunan/Teknik,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",inggris,jobstreet,"profesi, s1, s2, s3"
521,tidak diketahui,tidak diketahui,api developer,PT Masjidpedia Inovasi Bersama,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,s1
522,jawa,dki jakarta,data analyst & reporting,PT AXA Indonesia,1,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum, kacamata",inggris,jobstreet,tidak dicantumkan
523,jawa,dki jakarta,junior data scientist,"PT Bank Sinarmas, Tbk",1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,s1
524,jawa,dki jakarta,perawat,PT Farmamedika Zamrud Asia,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,d3
525,jawa,jawa timur,area sales promotion manager jatim,INDRACO GROUP,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
526,jawa,jawa barat,unity developer,PT Abadi Berkarya Indonesia,1,0 - 4 tahun,8,Lainnya,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,s1
527,jawa,jawa tengah,operator cnc,PT COSMETIC MIRROR INDONESIA,5,5 - 9 tahun,14,Lainnya,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
528,jawa,jawa barat,warehouse staff,PT. Pou Yuen Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - sabtu,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
529,jawa,dki jakarta,accounting supervisor,PT Maya Muncar,5,5 - 9 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
530,jawa,dki jakarta,junior data engineer,"PT Bank Sinarmas, Tbk",1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,s1
531,jawa,dki jakarta,chief accounting & tax,Media Grafindo (EPSON Premium Partner),5,5 - 9 tahun,6,Percetakan/Penerbitan,1- 50 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
532,jawa,dki jakarta,accounting staff,PT Peabody trading indonesia,1,0 - 4 tahun,10,Lainnya,1- 50 pekerja,senin - sabtu,kasual,kaos,tidak tersedia,"indonesia, inggris",jobstreet,s1
533,jawa,dki jakarta,java developer,PT iForce Consulting Indonesia,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"bonus, thr, cuti, bpjs kesehatan",indonesia,jobstreet,"s1, d3, profesi"
534,jawa,dki jakarta,marketing / sales garment manufacture,PT. Kae Jaya Garmindo,2,0 - 4 tahun,1,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
535,jawa,banten,cost control supervisor,PT Pendekar Bodoh,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,inggris,jobstreet,"d3, s1"
536,jawa,di yogyakarta,marketing data analyst,PT Santara Daya Inspiratama,1,0 - 4 tahun,14,Lainnya,1- 50 pekerja,senin - jumat,kasual,kaos,"bonus, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
537,jawa,dki jakarta,security admin,HPI-Agro,2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, tidak tersedia",indonesia,jobstreet,s1
538,jawa,di yogyakarta,system analyst,PT. Solusi Digital Industri,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,tidak dicantumkan
